original_index,true_label,predicted_label,actual_review_score,text
66963,1,0,5,thing hysterical return first get another wondering battery issue comes batteries dont think work well kids laugh hours dog
67001,1,0,4,two year old lost interest quickly used tabled smartphone seems simple may work better younger kids
67011,1,0,5,okay honestly buying toy replacement kid heshe tries take cell phone disappointed thats true toy phones market geared children look behave like realistic cell phoneswe bought daughter started learning numbers wanted electronic counting toy actually showed numbers represented nonclutteringconfusing way lot electronic toys market fail busy number symbols get lost also wanted portable toy carry pursediaper bag places like grocery store doctors office etcwe loved laptop text served purpose alphabet spelling phone disappointed us complaint wish functions like able put daughters name size toy price tag understand may viable point maybe future versionsthe graphics cute small volume control fun educational little toy overall happy phone importantly daughter
67041,1,0,5,month old daughter fun phone right size hold one hand play using buttons arent difficult press also dont go holding phone
67044,1,0,4,baby dozen toy phones hated wants iphone finally found likes screen actual images like iphone try swipe screen doesnt work overall best toy phones seen
67152,1,0,4,daughter loves little table chairs dont stay unfolded pieces tiny like brand would say bit young small pieces
67162,1,0,4,think since shark could find webkinz good enough teeth look goofy cute kind goofy hoping ordered bad picture looks person
67189,1,0,4,daughter wanted blocks ordered set go along got christmas wish would sell basic sets cardboard boxes bc dont need plastic tubs id rather pay blocks less tub
67247,1,0,5,useful wanted build help keep together didnt fall apart
67601,1,0,4,bought year old grandson several thomas items toy stopped working within days arrival emailed vendor twice promptly sent replacement hopefully one works bit better say talking trackmasters seem sturdy
67645,0,1,3,great kids thomas however month squirting notice black residue coming pretty gross could mold mildew threw saw black stuff coming way dry inside guess issue happened sons bath toys though squirters squirt black
67649,1,0,4,second time getting oldest little started get gunk throw nearing years old reason stars didnt get trains pictured received little black boat still thomas related instead percy fan percy particularly would disappointing fortunately mine isnt dont appreciate getting pictured
67650,0,1,1,first hard fill water let alone yo second float sides rather upright third youll never get water theyll moldy long threw mine away today times bath arent fun
67655,0,1,3,got set thomas friends bath squirters desapointed hard use grandkids really like first stand correctly water always side able squirt hard material really hurt little hand sorry good toy
67663,0,1,3,two year old nephew liked pretty simple great bath like bath toys start getting nasty months probably good idea dry instead leaving tub like busy parents trying get kids sleep
67671,0,1,3,toys tad stiff yearold easily squirt water baththey also pain clean ive experience similar squirt toys holding residual water theyve played eventually growing moldy inside
67677,0,1,3,year old son resists taking bath like crazy anything entices great every time call bath face struggle getting leave thomas trains usually means get sit floor bathtub hes bath happy get thomas bulstrode bath setthe boat made plastic holes top fill water plays ends bottom bathtub however knows take hold upside empty start little engineers keeping busy fixing things coursethe little attached boat cute propulsion fun extra keep interested thomas main action perimeter tub becomes track thomas goes around around falls water saved thomas squirter little difficult use age doesnt understand leaving water fill slowly cant shoot water unless holds upside mama water coming thomas funnel works easy would keep playing maybe downsides arent ones make frustrated train cars dont stay connectedi know top serve scoop play water wish attached doesnt ever play water ends putting back empties water boathe fun thats counts get year old willing get stay bathtub
67678,0,1,3,twins fight thing however since distinct parts boat bulstrode boathouse actual rubbery thomas engine since toddlers finding parts rather like achieving toy holy grail never together course bothers twins drives nuts play tub car living room crib warning recently played tub toy leak living room crib car fyi dogs also enjoy chewing thomas engine smells feels distinctly like chewie toy little boat pulls back returns main boat dont seem use option tub thankfully bc mommie paranoia thinks might ah wrap around certain wee male appendage harm development enjoy pull string watching little boat move theyve returned land knew something like would big hit judge love thats good enough stars mostly enjoyment im less thrilled posttub leakage
67687,0,1,3,love doesnt stay wall son cant pkay meant played
67689,0,1,2,yo son got birthday loves taking baths play thomas tub suction cups doesnt stick sticking securely
67690,0,1,3,thomas bath tracks fun bathtime toy toddler son preschoolage daughter enjoy much respective bathtimes toy drained dried toy gets attached plain wall living room much fun race thomas trackwhile suction cups need repositioned many times throughout playtime tub pieces come apart storage easy cleaning maybe locked pieces little tightly im little worried long water toy last without fully air dryingfor record bath thomas arrives nice big box gets placed tub seems small thomas cone roofcup included also get lost easily
67711,0,1,2,purchase deluxe expansion pack along one build overpass bit tricky find layout works really bad fisher price didnt package two expansion packs together include directions ideas lots track layouts website still havent figured way use ironworks elevated position works flat floor far tell
67716,0,1,1,another reason cant stand thomas train trainstracks thomas licenced garbage son got gift wish receipt could take back get toilet paper instructions way figure total piece garbage reviewers stated need buy deluxe expansion pack even work thanks heads thomas people really surprise spend hundreds thomas packs order get complete set joke
67718,0,1,1,christmas eve cant use new gift really isnt bridge tall enough tracktrain go pieces dont nest stack taller allow train go really raised track missing long straight track piece go rails would helpful kit included instructions itall family big thomas traintrack sets frustrating minutes trying figure use bridge extension pack give two big thumbs worth moneyfisher price make risers stackable allow get enough height make real bridge long straight track piece instructions included set review needed item
67735,0,1,3,little boys obsessed choochoos little flashlight fun around especially summer used outside night could stay work flashlight rather lightup thomas wed real winner stays lit seconds kids walk around pressing button constantly granted easy push blue button part handle yr old figured work right away
67769,0,1,3,good buy couple robonis per unit obviously fire salethe makers gadgets appear business means possible get updates participate online activities bad news bad news robots quite excellent get pair make couple preteen earlyteen kids happy intellectually stimulated occupiedi going overlong reviewing discontinued product given amazon page lot details going highlight believe worth knowing making buying decision far toy robotic hardware ones tops technology surprisingly advanced come lots sensors move well easy control talk possible develop games fun pair play consider buying one consider buying one dozen rechargeable aa batteries charger robots buy spending lot money batteries included like said already company appears gone support whatsoever beyond maybe returning defective unit doubt anyone going honor warranties robots go today lot fun outofthebox fun wears work making kids example programming battle without much human controlwith mind knowing know would still buy pair price somewhere around star okay mean im unhappy purchase id lot happier supported product
67771,1,0,4,second thoughts picked dirt cheap gold box offer price could pass price figured mostly disposableunit arrived say least annoying packing item ive ever purchased online store two pieces packing inside box bottom back internal box clear plastic forms top front think two opposing sides rectangle outer box holds together slide box two pieces separate right tape nothing things inside simply pull right twisty metal ties tape plastic cut nothing clearly win best packaging ever meterbatteries went fine moves quicker hoped pretty simple tanklike control left buttons control left wheel right buttons control right together make go forward one alone makes turn opposites make spin circle theres time limited turbo mode well scoots pretty gooddoesnt go straight though going straight mine really gradual right turn clearly noticable bend itwhen fires laser impressed unit rocks back recoil well thought programmersthe range finding base though kind disappointing seems like three four feet cant locate hoped little better distance vision works welldone basic programming cant wait really delve deep son see unit wish taken advantage gold box offer gotten two thoughdefinitely fun toy get theres price discount
67776,0,1,2,
67798,1,0,5,easy put together thing messed stairs thought would place fit bottom didnt see along process wasnt hard fix though put together less minutesshe loved thing huge tall eight still barely taller house narrow enough isnt hard find place fit room furniture also nicei highly recommend houseas far durable seems pretty solid im sure solid wood house would better unfortunately kids arent wowed plain wooden houses want color splash house like imagine last childhood whether lasts pass children remains seen
67812,1,0,4,much say tracks served purpose also arent hard little one snap together
67815,0,1,3,nice set track except dont like little supports come stack supports top create stable track universal fit track design
67816,0,1,3,nothing good risers rail girders come pack risers stackable risers pack unbelievable older blue track risers stackable risers tall enough elevate one track another track thinking thomas would need cross small streams risers lock snap secure way track compatible older blue track would nice touch light brown tracks provide slightly less wobble due two edge track connectors instead one center connector older blue tomy tracks enough warrant switching many old blue tracks reversible whereas none brown tracks designed way would nice black switch track levers clicked place since dont tend mindlessly float tracks like old blue ones tracks added antislip texturing present old blue tracks
67836,0,1,3,furniture doesnt really fit well house either made house bigger furniture smaller
67839,0,1,3,bought daughter give friends work great price think getting top quality would buy ever needed church even something
67841,1,0,4,work theme party theyre little rough cheap looking theyre fabric fuzzy animal print ones foil others glued curled metal edges unfinished fray wasnt expecting much price get good variety theyll work well cheap party favors got party goers put bottom glasses signify whos whos staying theme
67849,0,1,3,bad great either quality great price guess hard complain much use rewards kids zumba classes trick
67858,0,1,3,game really much board game filler min want kill game dont know really worth price get table lot quick nature dont expect lot strategy mostly luck trying kill players die fun though probably everyones game library quick easy explain
67860,0,1,3,playing entanglement online wanted get board game version one simplified version entanglement flash game pieces square simply try block person get points maybe im playing wronganyways im sure could change rules make entertaining since purchasing ive played probably played entanglement online friends dozen times since recommendation buy app version play online version board game version kind lame might good young kids though
67879,1,0,5,simple fun concept makes wonder didnt create dont believe mewatch played
67886,0,1,3,taught game couple dozen people always end playing several games row version tsuro seas version game play essentially seas version includes couple extra rules related sea monsters players must avoid never bother sea monsters lay tile onto board move piece along printed path ends tile placed object play tiles path piece follows stays board opponents forced edge think tsuro seas better player pieces little japanese boats rather stones dragon imprint edition also tsuro seas nifty artwork sea monster done beautiful colors pale blue background blue tiles show ships wakes tsuro version shown original really cool looking phoenix board color scheme sepia browns choose one would pick tsuro seas original version based aesthetics
67893,0,1,3,explain game tell people time get setup halfway done really fast short lot strategy
67908,0,1,2,children received item gift christmas excited get set kids play loved however took packaging noticed made fabric roof red flyer wagon got shredded pieces past summer sure enough weve one day already holes seams metal holds shape may sewing recreating castle real canvas fabric quality fabric pretty much makes toy toy pretty cool toy great two three small children play game cards board game thought maybe daughter could play tea big complaint wish better way tie door position two pieces bias tape either side door tie around door flap wish velcro snaps love windows hope thing lasts week otherwise sewing
67909,1,0,5,possibly given stars bit flimsy im guessing rather limited life since lasted first days kids really enjoy far ill give benefit doubt
67913,0,1,3,son got th birthday super excited loves castles knights first assembled castle one tab pockets rod sticks sewn upside rod kept moving causing part castle droop going take later evening return another castle already ripped bottom hoop load fun kids great space play read inhowever dont expect last long still almost month later loves muchotherwise would tossed plans try make similar tent durable material
67932,0,1,3,daughter niece love tents however mine one tie strap seem big deal entire tent also hard break still clue put away lucky fit bag poles zipped hoped would unzip fly open way home car daughter wanted bring friends house sounded like fun idea wont open staying house house think last long time
67944,0,1,3,adorable butit lasted shy five weeks house standing kids didnt use everyday enjoy bit wish money would lasted longer better quality ones targetwalmart etc
67951,0,1,3,tent adorable roomy daughter loves wants sleep big enough assembling repeatedly got fiberglass shards fingers support rods wasnt rubbing fingers poles merely holding holding lightly got first finger full fiberglass worry daughter going touch also exposed inside tent fence rate since love tent fan fibers glass digits
67962,0,1,3,really love tent seems solid yearold daughter thinks lean top tips within minutes using hit forehead corner table tipped reason buy tent cute fun keep mind thinking set
67964,0,1,3,great fun kids sisters adore brother makes cutest princess ever dad loves
67988,0,1,2,good news two cups plates decent size teapot yr old grand daughter hasnt paid attention disappearing tea would much prefer able open teapot add water crazy part cups sugar bowl accessories two little holes child put water cups something bowls dribble pour holes knew came service set two purchased retrospect isnt enough grand daughter likes share everyone
67990,0,1,3,girls like playing use cups water leak good pretend play
68004,0,1,2,son doesnt play much probably loves drill set cat takeapart toys one isnt useful screws dont much
68010,1,0,4,got son nd birthday really enjoys building fixing stuff hammer screwdriver batteries lasted months screwdriver noise level isnt loud annoying anything likes screwing screws tool box phillips head hammering nails little bit awkward box everything thats okay wouldnt pay
68021,0,1,1,read reviews thought great ideahowever product bits dont match screws included huhwish made better choicebut live learn say
68045,0,1,2,young toddler sort likes drill doesnt quite skills use yet hope put away take months get play
68068,0,1,2,year old lost interest quickly played alot christmas day comes every blue moon lasts couple minutes one drill bit fun fits included screws take holes drill bit doesnt fit anything
68078,1,0,5,impulse buy yr old son thought since cheap wouldnt dissapointed didnt care well wasnt dissapointed allwe came home opened sat living room floor drilling hammering next two hours make stop eat dinner even yr old big sister thought really cool goto gift little boys
68091,1,0,4,daughter received christmas gift grandparents wouldnt buy think price toy little much small toy actually couple dollars cheaper walmart likes toy plays often think little loud annoying times agree doesnt amplify childs voice much like reviews also mentioned big deal guess specifically wanted feature gotten real microphone toy one
68100,0,1,3,doesnt use alphabet letters toddler preschooler fun playing use mms instead markers
