original_index,true_label,predicted_label,actual_review_score,text
100549,0,1,3,ok idea great kid would love play like carsmy kids ran cars wall track came along lolanyway months found really holding wellthe tracks keep falling brackets matter triedthis months regular playsure stayed ok first muchalso course frustrated cars already cars work play settoo heavy go loopalso thing unlike track setswhich take put together sets many different waysthis one taken moved areas easily used able dopart fun taken far imagination factor toy
100551,0,1,3,toy easy put good instructions adhesive doesnt stay well lost paint places entertaining year old year old husband well cars seem get caught time need help go overall fun good expected
100553,0,1,2,bought starter set grandson one great nephew boys loved got untill attempted play times fell apart rebuilt parents took wall suposedly damage adhesive damaged walls wish never seen much less bought
100559,0,1,3,set track basement fun however really need purchase expansion packs get variety tracks play around otherwise novelty wears using layout time would interesting series boards could hang allowed anchor track could rearrange track easily without get sticky strips every time sure nice would look would let create lot varietyoverall think suggested age group would enjoy first weeks many toys would probably start gathering dust
100568,0,1,3,begin note looking quick simple game could play anyone ages would get fivestar ratingthat said king tokyo enteraining small game try luck dice either well poorly thats theres winning strategy outside knowing probably shouldnt stand tokyo one health point artwork fantastic bright little scorecards brilliant addition making incredibly easy keep track health score mechanics simple work game want health want attack want energy feeling like chasing pointshowever like review says like yahtzee well thats pretty much yahtzee farkle dressed nicer packageim still glad great warmup game first couple folks show game night cooldown game group left want play one last game everyone leaves funny dice got gamblers thrill youre tokyo everyone two health youve survived another round need two attacks win game know youll get eliminated bam winits problems simplicity selling point basically solo game arent interacting anyone one take damage damage theres interplayrecommended reservations
100595,0,1,3,well designed game excellent theme thats actually built mechanics game however like people eliminated game playing elimantion games get little personal sometimes nice invite friends play game elimnate game rest keep playing really problem didnt like eliminating friends game elimation aside excellent family game kids catch quickly artwork also top notch
100638,0,1,1,rulesill run quickly skip next section already know themquarriors dice game easiest way found describe compare dominion start basic deck bag dice draw hand every turn dice roll use quiddity money roll combo summoning monsters roll dice buy new dice go discard pile run dice bag put discards rinse repeatthe monsters summon attack every players monsters automatically summoned monsters live next turn score get trash die better dice come frequently first player x points depends number players piles monster dice run triggers end game points winscomponentstheres dice theres dice theres lot dice theyre small using someones set used times noticed couple numbers starting rub little bit already im sure misprint poorly made generaltheres lot info die spells nice picture maybe tiny number quiddity small number corner monsters middle pretty detailed picture corners numbers level attack defense monster special power scombine dice similar colors people sight issues probably trouble game forget seeing details across table someone else rolled good eyesight notthe game also comes dice bag player bags feel bit cheap trick ive noticed adult mens hands bit large bags involves bit work get dice corners bag doesnt take ton away game bitfinally theres cards die purchase number different powers game written cards art nice convey powers die pretty cleanlythe different cards go color dice picture theres bit awkward learning curve start game since cant associate picture color power price power price change game game learning remembering need forget everything learned next game likely powers associated dice used previouslyim sure really better method implemented comparing deckbuilding games feels tougher learnstrategyinitially ole dominion strategies feel like work buy bigger dice trash starting dice quickly youll better chance well theorythe luckmany people said theres levels luck game hurts feel like theres need pull dice summon monsters early dont players get better monsters starting monsters much lower chance surviving combine trashing mechanic tied scoring monsters dont get going quickly youre going behind points youre going rolling worse dice really way catch need dice actually monsters grab pawns first hand roll quiddity screwed turn turn chance summon monster behind start get bunch good monsters dont roll monsters often enough big monsters dont give points theres small reroll mechanics built game theyre based luck rolling dice well enough get reroll well need summon monsters summon turns opponents lucky enough summon monsters take guys summon level dragon level dragon pawn feel like youre top world well bad next person summoned dragon well kills level monsters automatically enough attack power left kill remaining one brings next pointis game ever going endthat depends many players players ive seen game end close game actually hit target score players ive seen games every single time player gets lucky grabs couple big monsters early decimates rest players monsters scores basically every turn wins quickly players average luck everyone gets points early everyone strong enough monsters one really monsters strong enough live one turn next game sits stall player points tries buy piles rest players desperately try monster live one turn next rarely ever happens thankfully th pile finally runs person lead past mins winsa one person really bad luck early hes sitting points rest grouped around points real change everyone else someone laugh rest gamethe problem every attack hits everyone full strength player game order monsters live next turn defense basically x average attack player counting spells abilities take monstersor really lucky thats whole lot ask anyone pull thats score pointssoare saying game sucks shouldnt get itno despite im players fun filler game dont ton luck blow everyone away score game ends reasonable length time takes length time average game dominion nice change pace finished big game want something lighter kill timeok badso get itwell take look price tag get ton stuff price still decent chunk change quick filler game see houseruling game fun strategic ive seen suggestions trashing dice score attack make dwindle goes around table adding extra buys per turn yahtzeelike rerolls etc either drops price level similar filler games expansions way currently probably pass
100641,0,1,3,thought fun deck builder playing magic years found light version random
100649,0,1,3,got model decent reviews fact parental controls powered norton read something active monitored traffic routeri give three stars router pretty good easy set entire network running hour three apple tvs bluray player two laptops two wireless printers three mobile phones four tablets three desktops im youd call power user obviously simple enough anybody else could set network handful devices pretty quickly lot setup time also custom stuff people probably wouldnt worry aboutspeed good connecting wireless wired devices always fast gb network speed wired dualband wireless dont ac devices glad know id router would work complaint speedso taking backthe parental controls joke uses method known dns filtering dns translates websites ip address common address instance want go google type plus com looks dns gets correct address computer understands takes dns directly didnt google router would come back say ooops sorry website doesnt exist actually takes common pornography websites like playboy porn websites doesnt include dnsthe problem list isnt accurate could get sites would deem inappropriate fine block router one cant nearly every site worst id probably okay also blocks legitimate websites pain add list manually research address pain something deal dont know much networking get blocked site think able get well tough luck flexibility otherwisemy biggest problem ability put time limits devices first problem specify hours access isnt flexible ideally id like two hours son goes school say lastminute homework check teachers websites anything needs know turn supposed school turn back gets home certain time say pmpm except set one time per devicegranted setup screen easy use ill give also round specific hour means cut son might still working homework makes forcing bed difficulteven worse kid figured way bypass reset router resetting router sometimes take hours realizes supposed blocking something fact computer im typing review almost morning supposed blockedalso allornothing type deal im going get technical network admins cant block specific ports specific times instance id like ftpes port port open download files sleep job dont want able hit websites son isnt sneaking onto computer middle night well cant download files adds delay start processing morning old router years old finesighso ill give stars ease use good speed im going leave middle road need get technical actually ability specify direct time shouldnt considered technical probably search new firmware see addressed nothing new half year thing even supportedim taking back shame lack flexibility really like router
100656,0,1,2,replaced older lessexpensivemedialink wireless n router n mbps ghz new design w internal antennawith device home network two kindle fire devices roku devices ubuntu computers ubuntu edubuntu xubuntu setting ubuntu computer able get save new network name pass phrase correct information would display went network details none devices could use information tried set tried rebooting devices everything finally gave set back factory defaults obvious change roku devices kindle fire devices started locking always losing wireless connection attempting reconnect would hard book fire devices get connect lose connection minutes true xubuntu laptop suspect lack good drivers linux behind issue rather contend many issues finally gave went back older router perhaps network dominated operating system work great linuxbased devices expect difficulty
